rodada,data,mandante,visitante,vencedor
15,29/07/2007,America-RN,Sao Paulo,Sao Paulo
15,29/07/2007,Fluminense,Figueirense,-
16,01/08/2007,Nautico,Fluminense,-
16,01/08/2007,Goias,Parana,Goias
16,01/08/2007,Palmeiras,Sport,Sport
16,01/08/2007,Botafogo-RJ,America-RN,Botafogo-RJ
16,01/08/2007,Atletico-MG,Santos,Santos
16,01/08/2007,Athletico-PR,Corinthians,-
16,01/08/2007,Internacional,Vasco,Vasco
16,02/08/2007,Sao Paulo,Juventude,Sao Paulo
16,02/08/2007,Figueirense,Gremio,Figueirense
17,04/08/2007,Sport,Athletico-PR,Sport
17,04/08/2007,America-RN,Nautico,Nautico
17,04/08/2007,Corinthians,Goias,Corinthians
17,05/08/2007,Santos,Flamengo,Santos
17,05/08/2007,Cruzeiro,Internacional,Cruzeiro
17,05/08/2007,Fluminense,Palmeiras,Palmeiras
17,05/08/2007,Juventude,Atletico-MG,Atletico-MG
17,05/08/2007,Gremio,Sao Paulo,Sao Paulo
17,05/08/2007,Vasco,Figueirense,-
17,05/08/2007,Parana,Botafogo-RJ,-
18,08/08/2007,Cruzeiro,Sport,Cruzeiro
18,08/08/2007,Juventude,Fluminense,-
18,08/08/2007,Nautico,Figueirense,Nautico
18,08/08/2007,Goias,Atletico-MG,Goias
18,08/08/2007,Athletico-PR,Flamengo,Athletico-PR
18,08/08/2007,Botafogo-RJ,Sao Paulo,Sao Paulo
18,09/08/2007,Vasco,Corinthians,Vasco
18,09/08/2007,Gremio,America-RN,Gremio
18,09/08/2007,Palmeiras,Internacional,-
18,09/08/2007,Santos,Parana,Santos
19,11/08/2007,Sport,Juventude,Sport
19,11/08/2007,Sao Paulo,Athletico-PR,Sao Paulo
19,11/08/2007,Flamengo,Nautico,Flamengo
19,12/08/2007,Corinthians,Gremio,Corinthians
19,12/08/2007,Atletico-MG,Palmeiras,Palmeiras
19,12/08/2007,Figueirense,Botafogo-RJ,-
19,12/08/2007,Internacional,Goias,Internacional
19,12/08/2007,America-RN,Cruzeiro,Cruzeiro
19,12/08/2007,Fluminense,Santos,Fluminense
19,12/08/2007,Parana,Vasco,-
7,15/08/2007,Botafogo-RJ,Corinthians,Corinthians
11,16/08/2007,Fluminense,Flamengo,Flamengo
20,18/08/2007,Santos,Sport,Santos
20,18/08/2007,Athletico-PR,Figueirense,-
20,18/08/2007,Gremio,Parana,Gremio
20,19/08/2007,Palmeiras,Flamengo,Palmeiras
20,19/08/2007,Nautico,Atletico-MG,Atletico-MG
20,19/08/2007,Juventude,Corinthians,-
20,19/08/2007,Vasco,America-RN,Vasco
20,19/08/2007,Botafogo-RJ,Internacional,-
20,19/08/2007,Cruzeiro,Fluminense,Cruzeiro
20,19/08/2007,Goias,Sao Paulo,-
8,23/08/2007,Flamengo,Juventude,Flamengo
21,25/08/2007,Corinthians,Cruzeiro,Cruzeiro
21,25/08/2007,Fluminense,Gremio,-
21,25/08/2007,Internacional,Athletico-PR,Internacional
21,26/08/2007,Atletico-MG,Botafogo-RJ,Botafogo-RJ
21,26/08/2007,Sao Paulo,Nautico,Sao Paulo
21,26/08/2007,Parana,Juventude,Parana
21,26/08/2007,Figueirense,Palmeiras,Palmeiras
21,26/08/2007,America-RN,Santos,Santos
21,26/08/2007,Sport,Vasco,-
21,26/08/2007,Flamengo,Goias,Flamengo
22,29/08/2007,Parana,Cruzeiro,-
22,29/08/2007,Juventude,Goias,Juventude
22,29/08/2007,Botafogo-RJ,Flamengo,-
22,29/08/2007,Figueirense,America-RN,Figueirense
22,29/08/2007,Palmeiras,Sao Paulo,Sao Paulo
22,29/08/2007,Atletico-MG,Corinthians,Atletico-MG
22,29/08/2007,Sport,Gremio,Sport
22,29/08/2007,Internacional,Fluminense,Fluminense
22,30/08/2007,Santos,Athletico-PR,Santos
22,30/08/2007,Vasco,Nautico,Vasco
23,01/09/2007,Sao Paulo,Parana,Sao Paulo
23,01/09/2007,Flamengo,Sport,-
23,01/09/2007,America-RN,Juventude,Juventude
23,02/09/2007,Corinthians,Santos,Corinthians
23,02/09/2007,Cruzeiro,Palmeiras,Cruzeiro
23,02/09/2007,Athletico-PR,Atletico-MG,Athletico-PR
23,02/09/2007,Gremio,Botafogo-RJ,Gremio
23,02/09/2007,Goias,Figueirense,Goias
23,02/09/2007,Fluminense,Vasco,-
23,02/09/2007,Nautico,Internacional,-
24,05/09/2007,Corinthians,America-RN,Corinthians
24,05/09/2007,Goias,Athletico-PR,Athletico-PR
24,05/09/2007,Flamengo,Figueirense,Flamengo
24,05/09/2007,Juventude,Cruzeiro,Juventude
24,05/09/2007,Santos,Internacional,Santos
24,05/09/2007,Atletico-MG,Sao Paulo,-
24,05/09/2007,Gremio,Vasco,Gremio
24,06/09/2007,Parana,Nautico,Nautico
24,06/09/2007,Botafogo-RJ,Palmeiras,-
24,06/09/2007,Sport,Fluminense,Fluminense
25,08/09/2007,Figueirense,Atletico-MG,Figueirense
25,08/09/2007,Internacional,Flamengo,Internacional
25,08/09/2007,Vasco,Sao Paulo,Sao Paulo
25,08/09/2007,Cruzeiro,Gremio,Cruzeiro
25,08/09/2007,Santos,Juventude,Santos
25,09/09/2007,Nautico,Botafogo-RJ,Nautico
25,09/09/2007,Parana,Corinthians,Parana
25,09/09/2007,Fluminense,Athletico-PR,Fluminense
25,09/09/2007,America-RN,Sport,-
25,09/09/2007,Palmeiras,Goias,Palmeiras
16,12/09/2007,Flamengo,Cruzeiro,Flamengo
26,15/09/2007,Goias,Nautico,Nautico
26,15/09/2007,Fluminense,America-RN,Fluminense
26,15/09/2007,Sao Paulo,Santos,Sao Paulo
26,16/09/2007,Corinthians,Botafogo-RJ,Botafogo-RJ
26,16/09/2007,Athletico-PR,Palmeiras,Athletico-PR
26,16/09/2007,Sport,Parana,Sport
26,16/09/2007,Atletico-MG,Cruzeiro,Cruzeiro
26,16/09/2007,Figueirense,Juventude,Figueirense
26,16/09/2007,Flamengo,Vasco,-
26,16/09/2007,Gremio,Internacional,Gremio
27,22/09/2007,Sao Paulo,Figueirense,Sao Paulo
27,22/09/2007,Gremio,Santos,Gremio
27,22/09/2007,Goias,America-RN,-
27,23/09/2007,Juventude,Flamengo,-
27,23/09/2007,Nautico,Sport,Nautico
27,23/09/2007,Palmeiras,Corinthians,Palmeiras
27,23/09/2007,Atletico-MG,Internacional,-
27,23/09/2007,Athletico-PR,Parana,Athletico-PR
27,23/09/2007,Botafogo-RJ,Fluminense,Fluminense
27,23/09/2007,Vasco,Cruzeiro,Cruzeiro
28,29/09/2007,Nautico,Athletico-PR,Nautico
28,29/09/2007,Corinthians,Sport,Sport
28,29/09/2007,Flamengo,Atletico-MG,Flamengo
28,30/09/2007,Santos,Vasco,Santos
28,30/09/2007,Botafogo-RJ,Goias,Goias
28,30/09/2007,Internacional,Sao Paulo,Sao Paulo
28,30/09/2007,Juventude,Gremio,Gremio
28,30/09/2007,Cruzeiro,Figueirense,Figueirense
28,30/09/2007,America-RN,Palmeiras,-
28,30/09/2007,Parana,Fluminense,Parana
29,03/10/2007,Palmeiras,Nautico,Palmeiras
29,03/10/2007,Sport,Goias,Sport
29,03/10/2007,Gremio,Atletico-MG,-
29,03/10/2007,Vasco,Juventude,Juventude
29,03/10/2007,Athletico-PR,Botafogo-RJ,Athletico-PR
29,03/10/2007,Fluminense,Corinthians,-
29,03/10/2007,Cruzeiro,Santos,Santos
10,04/10/2007,Flamengo,Sao Paulo,Flamengo
29,04/10/2007,America-RN,Parana,America-RN
29,04/10/2007,Figueirense,Internacional,-
30,06/10/2007,Palmeiras,Gremio,Palmeiras
30,06/10/2007,Botafogo-RJ,Santos,Santos
30,06/10/2007,Nautico,Juventude,Nautico
30,07/10/2007,Sao Paulo,Corinthians,Corinthians
30,07/10/2007,Athletico-PR,Vasco,Athletico-PR
30,07/10/2007,Atletico-MG,Sport,Atletico-MG
30,07/10/2007,Internacional,America-RN,Internacional
30,07/10/2007,Goias,Cruzeiro,-
30,07/10/2007,Figueirense,Parana,Figueirense
30,07/10/2007,Flamengo,Fluminense,Fluminense
31,12/10/2007,Sport,Figueirense,-
31,12/10/2007,Cruzeiro,Nautico,-
31,12/10/2007,Juventude,Athletico-PR,-
31,13/10/2007,Corinthians,Internacional,-
31,13/10/2007,Parana,Flamengo,Flamengo
31,13/10/2007,Fluminense,Sao Paulo,-
31,13/10/2007,America-RN,Atletico-MG,Atletico-MG
31,13/10/2007,Santos,Palmeiras,-
31,13/10/2007,Gremio,Goias,Gremio
31,14/10/2007,Vasco,Botafogo-RJ,Vasco
7,18/10/2007,Vasco,Flamengo,Flamengo
32,20/10/2007,Palmeiras,Parana,Palmeiras
32,20/10/2007,Goias,Fluminense,Goias
32,20/10/2007,Botafogo-RJ,Sport,Botafogo-RJ
32,21/10/2007,Nautico,Corinthians,Nautico
32,21/10/2007,Atletico-MG,Vasco,Atletico-MG
32,21/10/2007,Sao Paulo,Cruzeiro,Sao Paulo
32,21/10/2007,Athletico-PR,America-RN,Athletico-PR
32,21/10/2007,Figueirense,Santos,Figueirense
32,21/10/2007,Internacional,Juventude,Internacional
32,21/10/2007,Flamengo,Gremio,Flamengo
33,27/10/2007,Fluminense,Atletico-MG,-
33,27/10/2007,Cruzeiro,Athletico-PR,-
33,27/10/2007,Santos,Goias,Santos
33,28/10/2007,Sport,Sao Paulo,Sao Paulo
33,28/10/2007,America-RN,Flamengo,Flamengo
33,28/10/2007,Gremio,Nautico,Gremio
33,28/10/2007,Corinthians,Figueirense,Corinthians
33,28/10/2007,Parana,Internacional,Parana
33,28/10/2007,Juventude,Botafogo-RJ,-
33,28/10/2007,Vasco,Palmeiras,-
34,31/10/2007,Athletico-PR,Gremio,Athletico-PR
34,31/10/2007,Figueirense,Fluminense,Fluminense
34,31/10/2007,Atletico-MG,Parana,-
34,31/10/2007,Goias,Vasco,Vasco
34,31/10/2007,Nautico,Santos,Santos
34,31/10/2007,Flamengo,Corinthians,Flamengo
34,31/10/2007,Sao Paulo,America-RN,Sao Paulo
34,01/11/2007,Botafogo-RJ,Cruzeiro,Botafogo-RJ
34,01/11/2007,Palmeiras,Juventude,Juventude
34,01/11/2007,Internacional,Sport,-
35,03/11/2007,Parana,Goias,Parana
35,03/11/2007,Fluminense,Nautico,Fluminense
35,03/11/2007,Gremio,Figueirense,Figueirense
35,04/11/2007,Santos,Atletico-MG,-
35,04/11/2007,Cruzeiro,Flamengo,Cruzeiro
35,04/11/2007,Corinthians,Athletico-PR,-
35,04/11/2007,America-RN,Botafogo-RJ,-
35,04/11/2007,Sport,Palmeiras,Sport
35,04/11/2007,Vasco,Internacional,Internacional
35,07/11/2007,Juventude,Sao Paulo,Juventude
36,10/11/2007,Botafogo-RJ,Parana,Botafogo-RJ
36,10/11/2007,Nautico,America-RN,Nautico
36,10/11/2007,Internacional,Cruzeiro,Internacional
36,11/11/2007,Goias,Corinthians,-
36,11/11/2007,Figueirense,Vasco,-
36,11/11/2007,Athletico-PR,Sport,-
36,11/11/2007,Atletico-MG,Juventude,Atletico-MG
36,11/11/2007,Sao Paulo,Gremio,Sao Paulo
36,11/11/2007,Flamengo,Santos,Flamengo
36,14/11/2007,Palmeiras,Fluminense,Palmeiras
37,24/11/2007,America-RN,Gremio,Gremio
37,24/11/2007,Fluminense,Juventude,Fluminense
37,25/11/2007,Sao Paulo,Botafogo-RJ,-
37,25/11/2007,Internacional,Palmeiras,Internacional
37,25/11/2007,Parana,Santos,Santos
37,25/11/2007,Sport,Cruzeiro,Sport
37,25/11/2007,Flamengo,Athletico-PR,Flamengo
37,28/11/2007,Atletico-MG,Goias,Atletico-MG
37,28/11/2007,Figueirense,Nautico,Figueirense
37,28/11/2007,Corinthians,Vasco,Vasco
38,02/12/2007,Athletico-PR,Sao Paulo,Athletico-PR
38,02/12/2007,Santos,Fluminense,Fluminense
38,02/12/2007,Nautico,Flamengo,Nautico
38,02/12/2007,Palmeiras,Atletico-MG,Atletico-MG
38,02/12/2007,Cruzeiro,America-RN,Cruzeiro
38,02/12/2007,Gremio,Corinthians,-
38,02/12/2007,Goias,Internacional,Goias
38,02/12/2007,Vasco,Parana,Vasco
38,02/12/2007,Botafogo-RJ,Figueirense,-
38,02/12/2007,Juventude,Sport,Juventude
1,10/05/2008,Nautico,Goias,Nautico
1,10/05/2008,Sao Paulo,Gremio,Gremio
1,10/05/2008,Vitoria,Cruzeiro,Cruzeiro
1,11/05/2008,Coritiba,Palmeiras,Coritiba
1,11/05/2008,Internacional,Vasco,Internacional
1,11/05/2008,Botafogo-RJ,Sport,Botafogo-RJ
1,11/05/2008,Ipatinga,Athletico-PR,Athletico-PR
1,11/05/2008,Portuguesa,Figueirense,-
1,11/05/2008,Atletico-MG,Fluminense,-
1,11/05/2008,Flamengo,Santos,Flamengo
2,17/05/2008,Cruzeiro,Botafogo-RJ,Cruzeiro
2,17/05/2008,Sport,Vitoria,-
2,17/05/2008,Vasco,Portuguesa,Vasco
2,18/05/2008,Gremio,Flamengo,-
2,18/05/2008,Athletico-PR,Sao Paulo,-
2,18/05/2008,Fluminense,Nautico,Nautico
2,18/05/2008,Goias,Atletico-MG,-
2,18/05/2008,Figueirense,Coritiba,Figueirense
2,18/05/2008,Palmeiras,Internacional,Palmeiras
2,18/05/2008,Santos,Ipatinga,Santos
3,24/05/2008,Gremio,Nautico,Gremio
3,24/05/2008,Flamengo,Internacional,Flamengo
3,24/05/2008,Vitoria,Figueirense,Vitoria
3,25/05/2008,Cruzeiro,Santos,Cruzeiro
3,25/05/2008,Sao Paulo,Coritiba,-
3,25/05/2008,Sport,Fluminense,Sport
3,25/05/2008,Goias,Ipatinga,-
3,25/05/2008,Athletico-PR,Atletico-MG,-
3,25/05/2008,Portuguesa,Palmeiras,-
3,25/05/2008,Botafogo-RJ,Vasco,-
4,31/05/2008,Vasco,Gremio,Vasco
4,31/05/2008,Internacional,Sport,-
4,31/05/2008,Figueirense,Goias,-
4,01/06/2008,Santos,Sao Paulo,-
4,01/06/2008,Coritiba,Cruzeiro,-
4,01/06/2008,Nautico,Botafogo-RJ,Nautico
4,01/06/2008,Ipatinga,Vitoria,Ipatinga
4,01/06/2008,Palmeiras,Athletico-PR,Palmeiras
4,01/06/2008,Atletico-MG,Portuguesa,Atletico-MG
4,01/06/2008,Fluminense,Flamengo,Flamengo
5,07/06/2008,Sao Paulo,Atletico-MG,Sao Paulo
5,07/06/2008,Flamengo,Figueirense,Flamengo
5,07/06/2008,Ipatinga,Nautico,-
5,08/06/2008,Portuguesa,Internacional,Portuguesa
5,08/06/2008,Gremio,Fluminense,Gremio
5,08/06/2008,Sport,Palmeiras,Sport
5,08/06/2008,Athletico-PR,Goias,Athletico-PR
5,08/06/2008,Botafogo-RJ,Coritiba,Botafogo-RJ
5,08/06/2008,Cruzeiro,Vasco,Cruzeiro
5,08/06/2008,Vitoria,Santos,Vitoria
6,12/06/2008,Fluminense,Santos,-
6,12/06/2008,Palmeiras,Cruzeiro,Palmeiras
6,12/06/2008,Atletico-MG,Ipatinga,Atletico-MG
6,14/06/2008,Flamengo,Sao Paulo,Sao Paulo
6,14/06/2008,Internacional,Botafogo-RJ,Internacional
6,14/06/2008,Figueirense,Sport,Figueirense
6,14/06/2008,Portuguesa,Athletico-PR,Portuguesa
6,14/06/2008,Coritiba,Vitoria,-
6,14/06/2008,Nautico,Vasco,-
6,14/06/2008,Goias,Gremio,Gremio
7,21/06/2008,Botafogo-RJ,Portuguesa,Portuguesa
7,21/06/2008,Sao Paulo,Sport,Sao Paulo
7,21/06/2008,Cruzeiro,Figueirense,Cruzeiro
7,21/06/2008,Coritiba,Fluminense,Coritiba
7,22/06/2008,Ipatinga,Flamengo,Flamengo
7,22/06/2008,Vitoria,Internacional,Vitoria
7,22/06/2008,Vasco,Palmeiras,Palmeiras
7,22/06/2008,Gremio,Athletico-PR,Gremio
7,22/06/2008,Santos,Goias,Goias
7,22/06/2008,Nautico,Atletico-MG,Nautico
8,28/06/2008,Vasco,Ipatinga,Vasco
8,28/06/2008,Vitoria,Goias,Vitoria
8,28/06/2008,Portuguesa,Santos,-
8,29/06/2008,Cruzeiro,Sao Paulo,-
8,29/06/2008,Figueirense,Atletico-MG,-
8,29/06/2008,Sport,Flamengo,Flamengo
8,29/06/2008,Athletico-PR,Coritiba,-
8,29/06/2008,Gremio,Internacional,-
8,29/06/2008,Fluminense,Botafogo-RJ,-
8,29/06/2008,Palmeiras,Nautico,Palmeiras
9,05/07/2008,Sport,Cruzeiro,Sport
9,05/07/2008,Athletico-PR,Santos,Athletico-PR
9,05/07/2008,Flamengo,Nautico,Flamengo
9,06/07/2008,Figueirense,Vasco,Figueirense
9,06/07/2008,Portuguesa,Vitoria,Vitoria
9,06/07/2008,Atletico-MG,Palmeiras,-
9,06/07/2008,Internacional,Coritiba,Internacional
9,06/07/2008,Botafogo-RJ,Gremio,Botafogo-RJ
9,06/07/2008,Sao Paulo,Ipatinga,-
9,06/07/2008,Goias,Fluminense,Goias
11,06/07/2008,Sao Paulo,Palmeiras,Sao Paulo
11,06/07/2008,Cruzeiro,Atletico-MG,Cruzeiro
11,06/07/2008,Athletico-PR,Internacional,-
11,06/07/2008,Santos,Botafogo-RJ,-
11,06/07/2008,Ipatinga,Figueirense,Figueirense
11,06/07/2008,Gremio,Portuguesa,Gremio
11,06/07/2008,Nautico,Sport,Sport
11,06/07/2008,Flamengo,Vasco,Flamengo
10,09/07/2008,Internacional,Goias,Internacional
10,09/07/2008,Coritiba,Portuguesa,Coritiba
10,09/07/2008,Fluminense,Athletico-PR,Fluminense
10,09/07/2008,Vitoria,Botafogo-RJ,Vitoria
10,09/07/2008,Atletico-MG,Flamengo,-
10,09/07/2008,Santos,Gremio,-
10,09/07/2008,Nautico,Sao Paulo,Nautico
10,10/07/2008,Palmeiras,Figueirense,-
10,10/07/2008,Ipatinga,Cruzeiro,-
10,10/07/2008,Vasco,Sport,Vasco
11,12/07/2008,Fluminense,Vitoria,Fluminense
11,12/07/2008,Goias,Coritiba,-
12,16/07/2008,Sport,Gremio,-
12,16/07/2008,Botafogo-RJ,Ipatinga,Botafogo-RJ
12,16/07/2008,Figueirense,Santos,Figueirense
12,16/07/2008,Portuguesa,Nautico,Portuguesa
12,16/07/2008,Cruzeiro,Athletico-PR,Cruzeiro
12,16/07/2008,Palmeiras,Fluminense,Palmeiras
12,16/07/2008,Vitoria,Sao Paulo,Sao Paulo
12,17/07/2008,Vasco,Goias,-
12,17/07/2008,Internacional,Atletico-MG,Internacional
12,17/07/2008,Coritiba,Flamengo,Coritiba
14,17/07/2008,Palmeiras,Santos,Palmeiras
14,17/07/2008,Figueirense,Gremio,Gremio
14,17/07/2008,Sport,Athletico-PR,Sport
13,19/07/2008,Ipatinga,Portuguesa,Ipatinga
13,19/07/2008,Fluminense,Figueirense,Fluminense
13,19/07/2008,Gremio,Cruzeiro,Gremio
13,20/07/2008,Athletico-PR,Vasco,Athletico-PR
13,20/07/2008,Goias,Palmeiras,Goias
13,20/07/2008,Santos,Sport,Santos
13,20/07/2008,Nautico,Internacional,-
13,20/07/2008,Flamengo,Vitoria,Vitoria
13,20/07/2008,Sao Paulo,Botafogo-RJ,Sao Paulo
13,20/07/2008,Atletico-MG,Coritiba,Atletico-MG
14,23/07/2008,Coritiba,Ipatinga,Coritiba
14,23/07/2008,Cruzeiro,Goias,Goias
14,23/07/2008,Vitoria,Nautico,Vitoria
14,23/07/2008,Vasco,Fluminense,-
14,23/07/2008,Internacional,Sao Paulo,Internacional
14,23/07/2008,Portuguesa,Flamengo,-
14,23/07/2008,Botafogo-RJ,Atletico-MG,Botafogo-RJ
15,26/07/2008,Nautico,Coritiba,Coritiba
15,26/07/2008,Ipatinga,Internacional,Ipatinga
15,26/07/2008,Fluminense,Cruzeiro,Cruzeiro
15,27/07/2008,Santos,Vasco,Santos
15,27/07/2008,Gremio,Palmeiras,-
15,27/07/2008,Athletico-PR,Figueirense,-
15,27/07/2008,Goias,Sport,Sport
15,27/07/2008,Atletico-MG,Vitoria,Atletico-MG
15,27/07/2008,Flamengo,Botafogo-RJ,-
15,27/07/2008,Sao Paulo,Portuguesa,Sao Paulo
16,30/07/2008,Cruzeiro,Nautico,Cruzeiro
16,30/07/2008,Vitoria,Athletico-PR,Vitoria
16,30/07/2008,Portuguesa,Fluminense,Portuguesa
16,30/07/2008,Botafogo-RJ,Goias,Botafogo-RJ
16,30/07/2008,Palmeiras,Flamengo,Palmeiras
16,30/07/2008,Figueirense,Sao Paulo,-
16,30/07/2008,Internacional,Santos,Santos
16,31/07/2008,Sport,Ipatinga,Sport
16,31/07/2008,Vasco,Atletico-MG,Vasco
16,31/07/2008,Coritiba,Gremio,Gremio
17,02/08/2008,Goias,Portuguesa,Goias
17,02/08/2008,Nautico,Figueirense,Figueirense
17,02/08/2008,Fluminense,Internacional,Internacional
17,03/08/2008,Gremio,Vitoria,Gremio
17,03/08/2008,Ipatinga,Palmeiras,Palmeiras
17,03/08/2008,Flamengo,Cruzeiro,Cruzeiro
17,03/08/2008,Sao Paulo,Vasco,Sao Paulo
17,03/08/2008,Santos,Coritiba,Coritiba
17,03/08/2008,Atletico-MG,Sport,Atletico-MG
17,03/08/2008,Athletico-PR,Botafogo-RJ,Botafogo-RJ
18,06/08/2008,Gremio,Ipatinga,Gremio
18,06/08/2008,Vasco,Coritiba,Coritiba
18,06/08/2008,Athletico-PR,Nautico,Athletico-PR
18,06/08/2008,Sport,Portuguesa,Sport
18,06/08/2008,Santos,Atletico-MG,Atletico-MG
18,06/08/2008,Goias,Flamengo,Goias
18,06/08/2008,Fluminense,Sao Paulo,Fluminense
18,07/08/2008,Palmeiras,Vitoria,Palmeiras
18,07/08/2008,Figueirense,Botafogo-RJ,Botafogo-RJ
18,07/08/2008,Cruzeiro,Internacional,Cruzeiro
19,09/08/2008,Flamengo,Athletico-PR,Flamengo
19,09/08/2008,Sao Paulo,Goias,Sao Paulo
19,09/08/2008,Atletico-MG,Gremio,Gremio
19,10/08/2008,Coritiba,Sport,Coritiba
19,10/08/2008,Vitoria,Vasco,Vitoria
19,10/08/2008,Portuguesa,Cruzeiro,Portuguesa
19,10/08/2008,Botafogo-RJ,Palmeiras,Botafogo-RJ
19,10/08/2008,Ipatinga,Fluminense,Ipatinga
19,10/08/2008,Nautico,Santos,Nautico
19,10/08/2008,Internacional,Figueirense,-
20,16/08/2008,Athletico-PR,Ipatinga,Athletico-PR
20,16/08/2008,Figueirense,Portuguesa,Figueirense
20,16/08/2008,Cruzeiro,Vitoria,Cruzeiro
20,17/08/2008,Gremio,Sao Paulo,Gremio
20,17/08/2008,Santos,Flamengo,-
20,17/08/2008,Vasco,Internacional,Vasco
20,17/08/2008,Goias,Nautico,Goias
20,17/08/2008,Fluminense,Atletico-MG,Fluminense
20,17/08/2008,Sport,Botafogo-RJ,Botafogo-RJ
20,17/08/2008,Palmeiras,Coritiba,Palmeiras
21,20/08/2008,Vitoria,Sport,-
21,20/08/2008,Coritiba,Figueirense,Coritiba
21,20/08/2008,Botafogo-RJ,Cruzeiro,Botafogo-RJ
21,20/08/2008,Sao Paulo,Athletico-PR,Sao Paulo
21,20/08/2008,Internacional,Palmeiras,Internacional
21,20/08/2008,Nautico,Fluminense,Fluminense
21,20/08/2008,Ipatinga,Santos,-
21,21/08/2008,Portuguesa,Vasco,Vasco
21,21/08/2008,Atletico-MG,Goias,-
21,21/08/2008,Flamengo,Gremio,Flamengo
22,23/08/2008,Fluminense,Sport,-
22,23/08/2008,Figueirense,Vitoria,Vitoria
22,24/08/2008,Coritiba,Sao Paulo,-
22,24/08/2008,Palmeiras,Portuguesa,Palmeiras
22,24/08/2008,Internacional,Flamengo,-
22,24/08/2008,Santos,Cruzeiro,Santos
22,24/08/2008,Ipatinga,Goias,Ipatinga
22,24/08/2008,Vasco,Botafogo-RJ,-
22,24/08/2008,Atletico-MG,Athletico-PR,Atletico-MG
22,24/08/2008,Nautico,Gremio,-
23,30/08/2008,Goias,Figueirense,Goias
23,30/08/2008,Vitoria,Ipatinga,-
23,30/08/2008,Botafogo-RJ,Nautico,-
23,31/08/2008,Gremio,Vasco,Gremio
23,31/08/2008,Sport,Internacional,Sport
23,31/08/2008,Athletico-PR,Palmeiras,Palmeiras
23,31/08/2008,Sao Paulo,Santos,-
23,31/08/2008,Portuguesa,Atletico-MG,-
23,31/08/2008,Cruzeiro,Coritiba,-
23,31/08/2008,Flamengo,Fluminense,-
24,03/09/2008,Goias,Athletico-PR,Goias
24,03/09/2008,Santos,Vitoria,Santos
24,03/09/2008,Figueirense,Flamengo,Flamengo
24,03/09/2008,Atletico-MG,Sao Paulo,-
24,04/09/2008,Palmeiras,Sport,Sport
24,04/09/2008,Vasco,Cruzeiro,Cruzeiro
24,06/09/2008,Internacional,Portuguesa,Internacional
24,06/09/2008,Fluminense,Gremio,-
24,06/09/2008,Nautico,Ipatinga,Nautico
24,06/09/2008,Coritiba,Botafogo-RJ,Botafogo-RJ
25,13/09/2008,Gremio,Goias,Goias
25,13/09/2008,Athletico-PR,Portuguesa,Athletico-PR
25,13/09/2008,Ipatinga,Atletico-MG,Ipatinga
25,14/09/2008,Cruzeiro,Palmeiras,Palmeiras
25,14/09/2008,Sao Paulo,Flamengo,Sao Paulo
25,14/09/2008,Sport,Figueirense,Sport
25,14/09/2008,Vasco,Nautico,Nautico
25,14/09/2008,Santos,Fluminense,Santos
25,14/09/2008,Vitoria,Coritiba,Vitoria
25,14/09/2008,Botafogo-RJ,Internacional,Internacional
26,20/09/2008,Goias,Santos,Goias
26,20/09/2008,Fluminense,Coritiba,Coritiba
26,20/09/2008,Atletico-MG,Nautico,Atletico-MG
26,21/09/2008,Sport,Sao Paulo,-
26,21/09/2008,Athletico-PR,Gremio,-
26,21/09/2008,Portuguesa,Botafogo-RJ,Portuguesa
26,21/09/2008,Figueirense,Cruzeiro,Cruzeiro
26,21/09/2008,Palmeiras,Vasco,Palmeiras
26,21/09/2008,Internacional,Vitoria,Internacional
26,21/09/2008,Flamengo,Ipatinga,Flamengo
27,27/09/2008,Goias,Vitoria,Goias
27,27/09/2008,Flamengo,Sport,Flamengo
27,27/09/2008,Atletico-MG,Figueirense,-
27,28/09/2008,Coritiba,Athletico-PR,-
27,28/09/2008,Nautico,Palmeiras,-
27,28/09/2008,Sao Paulo,Cruzeiro,Sao Paulo
27,28/09/2008,Ipatinga,Vasco,Ipatinga
27,28/09/2008,Internacional,Gremio,Internacional
27,28/09/2008,Santos,Portuguesa,-
27,28/09/2008,Botafogo-RJ,Fluminense,-
28,01/10/2008,Fluminense,Goias,-
28,02/10/2008,Vitoria,Portuguesa,Vitoria
28,02/10/2008,Cruzeiro,Sport,Cruzeiro
28,04/10/2008,Gremio,Botafogo-RJ,Gremio
28,04/10/2008,Ipatinga,Sao Paulo,Sao Paulo
28,04/10/2008,Palmeiras,Atletico-MG,Palmeiras
28,04/10/2008,Nautico,Flamengo,Flamengo
28,04/10/2008,Santos,Athletico-PR,Santos
28,04/10/2008,Coritiba,Internacional,Coritiba
28,04/10/2008,Vasco,Figueirense,Figueirense
29,08/10/2008,Gremio,Santos,Gremio
29,08/10/2008,Sport,Vasco,-
29,08/10/2008,Figueirense,Palmeiras,-
29,09/10/2008,Botafogo-RJ,Vitoria,Botafogo-RJ
29,09/10/2008,Sao Paulo,Nautico,Sao Paulo
29,09/10/2008,Cruzeiro,Ipatinga,Cruzeiro
29,11/10/2008,Goias,Internacional,-
29,11/10/2008,Portuguesa,Coritiba,-
29,11/10/2008,Athletico-PR,Fluminense,Fluminense
29,11/10/2008,Flamengo,Atletico-MG,Atletico-MG
30,18/10/2008,Botafogo-RJ,Santos,Santos
30,18/10/2008,Internacional,Athletico-PR,Internacional
